obec,okres
Slapy,Tábor
Bohumín,Karviná
Orlová,Karviná
Petrovice u Karviné,Karviná
Petřvald,Karviná
Rychvald,Karviná
Řípec,Tábor
Ústrašice,Tábor
Nová Ves,Domažlice
Stonava,Karviná
Těrlicko,Karviná
Němčice,Domažlice
Močerady,Domažlice
Pařezov,Domažlice
Nový Jičín,Nový Jičín
Korkyně,Příbram
Bartošovice,Nový Jičín
Popovičky,Praha-východ
Vokov,Pelhřimov
Bílovec,Nový Jičín
Mezná,Tábor
Sedlečko u Soběslavě,Tábor
Zlukov,Tábor
Komárov,Tábor
Drahenice,Příbram
Černíky,Kolín
Frenštát pod Radhoštěm,Nový Jičín
Fulnek,Nový Jičín
Strojetice,Benešov
Stranný,Benešov
Soutice,Benešov
Ostrov,Benešov
Hodslavice,Nový Jičín
Železná,Beroun
Želenice,Kladno
Svárov,Kladno
Stradonice,Kladno
Grunta,Kolín
Jeseník nad Odrou,Nový Jičín
Církvice,Kolín
Krychnov,Kolín
Újezdec,Mělník
Jistebník,Nový Jičín
Březovice,Mladá Boleslav
Husí Lhota,Mladá Boleslav
Horní Slivno,Mladá Boleslav
Klimkovice,Ostrava-město
Koryta,Mladá Boleslav
Kopřivnice,Nový Jičín
Sezemice,Mladá Boleslav
Jiřice,Nymburk
Podmoky,Nymburk
Lichnov,Nový Jičín
Vrbice,Nymburk
Chleby,Nymburk
Hrubý Jeseník,Nymburk
Luboměř,Nový Jičín
Nový Dvůr,Nymburk
Oseček,Nymburk
Čilec,Nymburk
Mořkov,Nový Jičín
Zbožíčko,Nymburk
Odry,Nový Jičín
Tehovec,Praha-východ
Karlík,Praha-západ
Březová-Oleško,Praha-západ
Petřvald,Nový Jičín
Modřovice,Příbram
Račice,Rakovník
Závraty,České Budějovice
Příbor,Nový Jičín
Sedlnice,Nový Jičín
Spálov,Nový Jičín
Starý Jičín,Nový Jičín
Studénka,Nový Jičín
Suchdol nad Odrou,Nový Jičín
Štramberk,Nový Jičín
Tichá,Nový Jičín
Tísek,Nový Jičín
Trojanovice,Nový Jičín
